,album,album,album,album,album,album,album,album,album,album,album,album,album,artist,artist,artist,artist,artist,artist,artist,artist,artist,artist,artist,artist,artist,artist,artist,artist,artist,set,set,track,track,track,track,track,track,track,track,track,track,track,track,track,track,track,track,track,track,track,track
474,0,2008-11-26 02:05:59,2002-01-01 00:00:00,,0,135,"<p>Live and uneasy on stages in Portland, Seattle, and Bellingham, earlier in 2002.</p>
<p>Seven songs: one live at KPSU with Sean <a href=""http://www.minmae.com/"">(Minmae)</a> and Grace <a href=""http://www.roseforbohdan.tk/"">(Rose for Bohdan)</a>, four more in the Kelly Haus basement with Sean, and two live in the great state of Washington with Rob and Mark from Hale Zukas. (-via <a href=""http://www.tapemountain.com/vastandsad.html"" target=""_blank"">Jake's Tape Mountain</a> site)</p>",1775,,[],Vast and Sad,7,Album,,,Tape Mountain,"<p>Head of the DIY Tape Mountain CD-R label, the only constant member of Celesteville, and contributor to about 20 other music projects in and around Portland, Jake Anderson is an inspiringly ambitious fellow. He has been recording and releasing his own music since the sixth-grade, and clearly still loves his 4-track.</p>
<p><a href=""http://tapemountain.com/cv.html"" target=""_blank""><strong>Celesteville</strong></a> is Jake&rsquo;s ultra lo-fi solo project as of late. According to him, Celesteville has elements of &ldquo;indie-pop, ethnoforgery-folk, skronk-noise, delay-pedal-workout-drone, universal-rock, language-master-abuse, suburban-garage-punk, four-track-manipulation, etc.&rdquo; (-via Tommy E, at <a href=""http://blog.wfmu.org/freeform/2008/08/playin-free-in.html"" target=""_blank""><em>WFMU's Beware of the Blog!</em></a>)</p>",0,2008-11-26 02:03:27,4,98,45.5234515,"Portland, OR",-122.6762071,,Celesteville,"Gang Wizard, the Minor Thirds, Yuma Nora, Minmae, Bronwyn, the Taken Girls, Yak Ampersand, Yak Brigade",['celesteville'],http://www.tapemountain.com,,training,large,160000,0,,2008-11-26 02:01:55,2008-11-26 00:00:00,187,0,Rock,"[25, 27]","[25, 27, 12]",,452,en,Attribution-NonCommercial-ShareAlike 3.0 International,139,,2,,[],Your Leather Jacket (Kelly Haus)
475,0,2008-11-26 02:05:49,2009-01-07 00:00:00,,0,133,"<p>Part II of Jake's <em>A House on Stilts</em> trilogy: ""The difficult album recorded just after returning to Oregon. Some moments of transcendental pop beauty, some moments of my heart falling out through my feet and clattering. Like throwing a handful of seeds onto your garden, but you're not sure if the seeds are geraniums or cockleburrs."" (-via <a href=""http://www.tapemountain.com/cv.html"" target=""_blank"">Jake's Celesteville</a> page)</p>",2680,,[],Lingua Ignota,12,Album,,,Tape Mountain,"<p>Head of the DIY Tape Mountain CD-R label, the only constant member of Celesteville, and contributor to about 20 other music projects in and around Portland, Jake Anderson is an inspiringly ambitious fellow. He has been recording and releasing his own music since the sixth-grade, and clearly still loves his 4-track.</p>
<p><a href=""http://tapemountain.com/cv.html"" target=""_blank""><strong>Celesteville</strong></a> is Jake&rsquo;s ultra lo-fi solo project as of late. According to him, Celesteville has elements of &ldquo;indie-pop, ethnoforgery-folk, skronk-noise, delay-pedal-workout-drone, universal-rock, language-master-abuse, suburban-garage-punk, four-track-manipulation, etc.&rdquo; (-via Tommy E, at <a href=""http://blog.wfmu.org/freeform/2008/08/playin-free-in.html"" target=""_blank""><em>WFMU's Beware of the Blog!</em></a>)</p>",0,2008-11-26 02:03:27,4,98,45.5234515,"Portland, OR",-122.6762071,,Celesteville,"Gang Wizard, the Minor Thirds, Yuma Nora, Minmae, Bronwyn, the Taken Girls, Yak Ampersand, Yak Brigade",['celesteville'],http://www.tapemountain.com,,training,large,160000,0,,2008-11-26 02:01:56,2001-01-01 00:00:00,128,0,Rock,[27],"[27, 12]",,271,en,Attribution-NonCommercial-ShareAlike 3.0 International,62,,3,,[],Buddy Alan In Reno
476,0,2008-11-26 02:06:07,,,0,137,,191,,[],Spirit Duplicator,8,Album,,,Tape Mountain,"<p>Head of the DIY Tape Mountain CD-R label, the only constant member of Celesteville, and contributor to about 20 other music projects in and around Portland, Jake Anderson is an inspiringly ambitious fellow. He has been recording and releasing his own music since the sixth-grade, and clearly still loves his 4-track.</p>
<p><a href=""http://tapemountain.com/cv.html"" target=""_blank""><strong>Celesteville</strong></a> is Jake&rsquo;s ultra lo-fi solo project as of late. According to him, Celesteville has elements of &ldquo;indie-pop, ethnoforgery-folk, skronk-noise, delay-pedal-workout-drone, universal-rock, language-master-abuse, suburban-garage-punk, four-track-manipulation, etc.&rdquo; (-via Tommy E, at <a href=""http://blog.wfmu.org/freeform/2008/08/playin-free-in.html"" target=""_blank""><em>WFMU's Beware of the Blog!</em></a>)</p>",0,2008-11-26 02:03:27,4,98,45.5234515,"Portland, OR",-122.6762071,,Celesteville,"Gang Wizard, the Minor Thirds, Yuma Nora, Minmae, Bronwyn, the Taken Girls, Yak Ampersand, Yak Brigade",['celesteville'],http://www.tapemountain.com,,training,large,160000,0,,2008-11-26 02:01:58,,231,0,Rock,"[27, 66]","[66, 27, 12]",,264,en,Attribution-NonCommercial-ShareAlike 3.0 International,29,,3,,[],Leftward Glance
477,0,2008-11-26 02:05:59,2002-01-01 00:00:00,,0,135,"<p>Live and uneasy on stages in Portland, Seattle, and Bellingham, earlier in 2002.</p>
<p>Seven songs: one live at KPSU with Sean <a href=""http://www.minmae.com/"">(Minmae)</a> and Grace <a href=""http://www.roseforbohdan.tk/"">(Rose for Bohdan)</a>, four more in the Kelly Haus basement with Sean, and two live in the great state of Washington with Rob and Mark from Hale Zukas. (-via <a href=""http://www.tapemountain.com/vastandsad.html"" target=""_blank"">Jake's Tape Mountain</a> site)</p>",1775,,[],Vast and Sad,7,Album,,,Tape Mountain,"<p>Head of the DIY Tape Mountain CD-R label, the only constant member of Celesteville, and contributor to about 20 other music projects in and around Portland, Jake Anderson is an inspiringly ambitious fellow. He has been recording and releasing his own music since the sixth-grade, and clearly still loves his 4-track.</p>
<p><a href=""http://tapemountain.com/cv.html"" target=""_blank""><strong>Celesteville</strong></a> is Jake&rsquo;s ultra lo-fi solo project as of late. According to him, Celesteville has elements of &ldquo;indie-pop, ethnoforgery-folk, skronk-noise, delay-pedal-workout-drone, universal-rock, language-master-abuse, suburban-garage-punk, four-track-manipulation, etc.&rdquo; (-via Tommy E, at <a href=""http://blog.wfmu.org/freeform/2008/08/playin-free-in.html"" target=""_blank""><em>WFMU's Beware of the Blog!</em></a>)</p>",0,2008-11-26 02:03:27,4,98,45.5234515,"Portland, OR",-122.6762071,,Celesteville,"Gang Wizard, the Minor Thirds, Yuma Nora, Minmae, Bronwyn, the Taken Girls, Yak Ampersand, Yak Brigade",['celesteville'],http://www.tapemountain.com,,training,large,160000,0,,2008-11-26 02:02:01,2008-11-26 00:00:00,177,0,Rock,"[25, 27]","[25, 27, 12]",,468,en,Attribution-NonCommercial-ShareAlike 3.0 International,118,,3,,[],Let's Climb a Mossy Hill (Kelly Haus)
478,0,2008-11-26 02:05:58,2009-01-07 00:00:00,,0,134,<p>One half of what was to be the album <em>Spirit Duplicator</em>.</p>,907,,[],Birdlike Movements,9,Album,,,Tape Mountain,"<p>Head of the DIY Tape Mountain CD-R label, the only constant member of Celesteville, and contributor to about 20 other music projects in and around Portland, Jake Anderson is an inspiringly ambitious fellow. He has been recording and releasing his own music since the sixth-grade, and clearly still loves his 4-track.</p>
<p><a href=""http://tapemountain.com/cv.html"" target=""_blank""><strong>Celesteville</strong></a> is Jake&rsquo;s ultra lo-fi solo project as of late. According to him, Celesteville has elements of &ldquo;indie-pop, ethnoforgery-folk, skronk-noise, delay-pedal-workout-drone, universal-rock, language-master-abuse, suburban-garage-punk, four-track-manipulation, etc.&rdquo; (-via Tommy E, at <a href=""http://blog.wfmu.org/freeform/2008/08/playin-free-in.html"" target=""_blank""><em>WFMU's Beware of the Blog!</em></a>)</p>",0,2008-11-26 02:03:27,4,98,45.5234515,"Portland, OR",-122.6762071,,Celesteville,"Gang Wizard, the Minor Thirds, Yuma Nora, Minmae, Bronwyn, the Taken Girls, Yak Ampersand, Yak Brigade",['celesteville'],http://www.tapemountain.com,,training,large,160000,0,,2008-11-26 02:02:02,,104,0,Rock,"[27, 66]","[66, 27, 12]",,401,en,Attribution-NonCommercial-ShareAlike 3.0 International,60,,3,,[],Recessional
479,0,2008-11-26 02:06:03,2009-01-07 00:00:00,,0,136,"<p>Ancient and musty sounds from Jake's days in grad school in California, this is easily the darkest record on Tape Mountain.</p>",349,,[],Kohoutek,12,Album,,,Tape Mountain,"<p>Head of the DIY Tape Mountain CD-R label, the only constant member of Celesteville, and contributor to about 20 other music projects in and around Portland, Jake Anderson is an inspiringly ambitious fellow. He has been recording and releasing his own music since the sixth-grade, and clearly still loves his 4-track.</p>
<p><a href=""http://tapemountain.com/cv.html"" target=""_blank""><strong>Celesteville</strong></a> is Jake&rsquo;s ultra lo-fi solo project as of late. According to him, Celesteville has elements of &ldquo;indie-pop, ethnoforgery-folk, skronk-noise, delay-pedal-workout-drone, universal-rock, language-master-abuse, suburban-garage-punk, four-track-manipulation, etc.&rdquo; (-via Tommy E, at <a href=""http://blog.wfmu.org/freeform/2008/08/playin-free-in.html"" target=""_blank""><em>WFMU's Beware of the Blog!</em></a>)</p>",0,2008-11-26 02:03:27,4,98,45.5234515,"Portland, OR",-122.6762071,,Celesteville,"Gang Wizard, the Minor Thirds, Yuma Nora, Minmae, Bronwyn, the Taken Girls, Yak Ampersand, Yak Brigade",['celesteville'],http://www.tapemountain.com,,training,large,128000,0,,2008-11-26 02:02:03,,261,0,Rock,"[27, 66]","[66, 27, 12]",,590,en,Attribution-NonCommercial-ShareAlike 3.0 International,27,,3,,[],White Shoulders
480,0,2008-11-26 02:05:59,2002-01-01 00:00:00,,0,135,"<p>Live and uneasy on stages in Portland, Seattle, and Bellingham, earlier in 2002.</p>
<p>Seven songs: one live at KPSU with Sean <a href=""http://www.minmae.com/"">(Minmae)</a> and Grace <a href=""http://www.roseforbohdan.tk/"">(Rose for Bohdan)</a>, four more in the Kelly Haus basement with Sean, and two live in the great state of Washington with Rob and Mark from Hale Zukas. (-via <a href=""http://www.tapemountain.com/vastandsad.html"" target=""_blank"">Jake's Tape Mountain</a> site)</p>",1775,,[],Vast and Sad,7,Album,,,Tape Mountain,"<p>Head of the DIY Tape Mountain CD-R label, the only constant member of Celesteville, and contributor to about 20 other music projects in and around Portland, Jake Anderson is an inspiringly ambitious fellow. He has been recording and releasing his own music since the sixth-grade, and clearly still loves his 4-track.</p>
<p><a href=""http://tapemountain.com/cv.html"" target=""_blank""><strong>Celesteville</strong></a> is Jake&rsquo;s ultra lo-fi solo project as of late. According to him, Celesteville has elements of &ldquo;indie-pop, ethnoforgery-folk, skronk-noise, delay-pedal-workout-drone, universal-rock, language-master-abuse, suburban-garage-punk, four-track-manipulation, etc.&rdquo; (-via Tommy E, at <a href=""http://blog.wfmu.org/freeform/2008/08/playin-free-in.html"" target=""_blank""><em>WFMU's Beware of the Blog!</em></a>)</p>",0,2008-11-26 02:03:27,4,98,45.5234515,"Portland, OR",-122.6762071,,Celesteville,"Gang Wizard, the Minor Thirds, Yuma Nora, Minmae, Bronwyn, the Taken Girls, Yak Ampersand, Yak Brigade",['celesteville'],http://www.tapemountain.com,,training,large,160000,0,,2008-11-26 02:02:06,2008-11-26 00:00:00,58,0,Rock,"[25, 27]","[25, 27, 12]",,678,en,Attribution-NonCommercial-ShareAlike 3.0 International,149,,4,,[],Appear to Be (Kelly Haus)
481,0,2008-11-26 02:06:03,2009-01-07 00:00:00,,0,136,"<p>Ancient and musty sounds from Jake's days in grad school in California, this is easily the darkest record on Tape Mountain.</p>",349,,[],Kohoutek,12,Album,,,Tape Mountain,"<p>Head of the DIY Tape Mountain CD-R label, the only constant member of Celesteville, and contributor to about 20 other music projects in and around Portland, Jake Anderson is an inspiringly ambitious fellow. He has been recording and releasing his own music since the sixth-grade, and clearly still loves his 4-track.</p>
<p><a href=""http://tapemountain.com/cv.html"" target=""_blank""><strong>Celesteville</strong></a> is Jake&rsquo;s ultra lo-fi solo project as of late. According to him, Celesteville has elements of &ldquo;indie-pop, ethnoforgery-folk, skronk-noise, delay-pedal-workout-drone, universal-rock, language-master-abuse, suburban-garage-punk, four-track-manipulation, etc.&rdquo; (-via Tommy E, at <a href=""http://blog.wfmu.org/freeform/2008/08/playin-free-in.html"" target=""_blank""><em>WFMU's Beware of the Blog!</em></a>)</p>",0,2008-11-26 02:03:27,4,98,45.5234515,"Portland, OR",-122.6762071,,Celesteville,"Gang Wizard, the Minor Thirds, Yuma Nora, Minmae, Bronwyn, the Taken Girls, Yak Ampersand, Yak Brigade",['celesteville'],http://www.tapemountain.com,,training,large,128000,0,,2008-11-26 02:02:07,,126,0,Rock,"[27, 66]","[66, 27, 12]",,888,en,Attribution-NonCommercial-ShareAlike 3.0 International,22,,4,,[],Council Bluffs
482,0,2008-11-26 02:06:07,,,0,137,,191,,[],Spirit Duplicator,8,Album,,,Tape Mountain,"<p>Head of the DIY Tape Mountain CD-R label, the only constant member of Celesteville, and contributor to about 20 other music projects in and around Portland, Jake Anderson is an inspiringly ambitious fellow. He has been recording and releasing his own music since the sixth-grade, and clearly still loves his 4-track.</p>
<p><a href=""http://tapemountain.com/cv.html"" target=""_blank""><strong>Celesteville</strong></a> is Jake&rsquo;s ultra lo-fi solo project as of late. According to him, Celesteville has elements of &ldquo;indie-pop, ethnoforgery-folk, skronk-noise, delay-pedal-workout-drone, universal-rock, language-master-abuse, suburban-garage-punk, four-track-manipulation, etc.&rdquo; (-via Tommy E, at <a href=""http://blog.wfmu.org/freeform/2008/08/playin-free-in.html"" target=""_blank""><em>WFMU's Beware of the Blog!</em></a>)</p>",0,2008-11-26 02:03:27,4,98,45.5234515,"Portland, OR",-122.6762071,,Celesteville,"Gang Wizard, the Minor Thirds, Yuma Nora, Minmae, Bronwyn, the Taken Girls, Yak Ampersand, Yak Brigade",['celesteville'],http://www.tapemountain.com,,training,large,160000,0,,2008-11-26 02:02:08,,119,0,Rock,"[27, 66]","[66, 27, 12]",,258,en,Attribution-NonCommercial-ShareAlike 3.0 International,14,,4,,[],Hall Blvd.
483,0,2008-11-26 02:05:58,2009-01-07 00:00:00,,0,134,<p>One half of what was to be the album <em>Spirit Duplicator</em>.</p>,907,,[],Birdlike Movements,9,Album,,,Tape Mountain,"<p>Head of the DIY Tape Mountain CD-R label, the only constant member of Celesteville, and contributor to about 20 other music projects in and around Portland, Jake Anderson is an inspiringly ambitious fellow. He has been recording and releasing his own music since the sixth-grade, and clearly still loves his 4-track.</p>
<p><a href=""http://tapemountain.com/cv.html"" target=""_blank""><strong>Celesteville</strong></a> is Jake&rsquo;s ultra lo-fi solo project as of late. According to him, Celesteville has elements of &ldquo;indie-pop, ethnoforgery-folk, skronk-noise, delay-pedal-workout-drone, universal-rock, language-master-abuse, suburban-garage-punk, four-track-manipulation, etc.&rdquo; (-via Tommy E, at <a href=""http://blog.wfmu.org/freeform/2008/08/playin-free-in.html"" target=""_blank""><em>WFMU's Beware of the Blog!</em></a>)</p>",0,2008-11-26 02:03:27,4,98,45.5234515,"Portland, OR",-122.6762071,,Celesteville,"Gang Wizard, the Minor Thirds, Yuma Nora, Minmae, Bronwyn, the Taken Girls, Yak Ampersand, Yak Brigade",['celesteville'],http://www.tapemountain.com,,training,large,160000,0,,2008-11-26 02:02:10,,115,0,Rock,"[27, 66]","[66, 27, 12]",,351,en,Attribution-NonCommercial-ShareAlike 3.0 International,83,,4,,[],Magnolias Milan
484,0,2008-11-26 02:05:49,2009-01-07 00:00:00,,0,133,"<p>Part II of Jake's <em>A House on Stilts</em> trilogy: ""The difficult album recorded just after returning to Oregon. Some moments of transcendental pop beauty, some moments of my heart falling out through my feet and clattering. Like throwing a handful of seeds onto your garden, but you're not sure if the seeds are geraniums or cockleburrs."" (-via <a href=""http://www.tapemountain.com/cv.html"" target=""_blank"">Jake's Celesteville</a> page)</p>",2680,,[],Lingua Ignota,12,Album,,,Tape Mountain,"<p>Head of the DIY Tape Mountain CD-R label, the only constant member of Celesteville, and contributor to about 20 other music projects in and around Portland, Jake Anderson is an inspiringly ambitious fellow. He has been recording and releasing his own music since the sixth-grade, and clearly still loves his 4-track.</p>
<p><a href=""http://tapemountain.com/cv.html"" target=""_blank""><strong>Celesteville</strong></a> is Jake&rsquo;s ultra lo-fi solo project as of late. According to him, Celesteville has elements of &ldquo;indie-pop, ethnoforgery-folk, skronk-noise, delay-pedal-workout-drone, universal-rock, language-master-abuse, suburban-garage-punk, four-track-manipulation, etc.&rdquo; (-via Tommy E, at <a href=""http://blog.wfmu.org/freeform/2008/08/playin-free-in.html"" target=""_blank""><em>WFMU's Beware of the Blog!</em></a>)</p>",0,2008-11-26 02:03:27,4,98,45.5234515,"Portland, OR",-122.6762071,,Celesteville,"Gang Wizard, the Minor Thirds, Yuma Nora, Minmae, Bronwyn, the Taken Girls, Yak Ampersand, Yak Brigade",['celesteville'],http://www.tapemountain.com,,training,large,160000,0,,2008-11-26 02:02:11,2001-01-01 00:00:00,138,0,Rock,[27],"[27, 12]",,259,en,Attribution-NonCommercial-ShareAlike 3.0 International,36,,4,,[],One Rose Among Many
485,0,2008-11-26 02:05:59,2002-01-01 00:00:00,,0,135,"<p>Live and uneasy on stages in Portland, Seattle, and Bellingham, earlier in 2002.</p>
<p>Seven songs: one live at KPSU with Sean <a href=""http://www.minmae.com/"">(Minmae)</a> and Grace <a href=""http://www.roseforbohdan.tk/"">(Rose for Bohdan)</a>, four more in the Kelly Haus basement with Sean, and two live in the great state of Washington with Rob and Mark from Hale Zukas. (-via <a href=""http://www.tapemountain.com/vastandsad.html"" target=""_blank"">Jake's Tape Mountain</a> site)</p>",1775,,[],Vast and Sad,7,Album,,,Tape Mountain,"<p>Head of the DIY Tape Mountain CD-R label, the only constant member of Celesteville, and contributor to about 20 other music projects in and around Portland, Jake Anderson is an inspiringly ambitious fellow. He has been recording and releasing his own music since the sixth-grade, and clearly still loves his 4-track.</p>
<p><a href=""http://tapemountain.com/cv.html"" target=""_blank""><strong>Celesteville</strong></a> is Jake&rsquo;s ultra lo-fi solo project as of late. According to him, Celesteville has elements of &ldquo;indie-pop, ethnoforgery-folk, skronk-noise, delay-pedal-workout-drone, universal-rock, language-master-abuse, suburban-garage-punk, four-track-manipulation, etc.&rdquo; (-via Tommy E, at <a href=""http://blog.wfmu.org/freeform/2008/08/playin-free-in.html"" target=""_blank""><em>WFMU's Beware of the Blog!</em></a>)</p>",0,2008-11-26 02:03:27,4,98,45.5234515,"Portland, OR",-122.6762071,,Celesteville,"Gang Wizard, the Minor Thirds, Yuma Nora, Minmae, Bronwyn, the Taken Girls, Yak Ampersand, Yak Brigade",['celesteville'],http://www.tapemountain.com,,training,large,160000,0,,2008-11-26 02:02:13,2008-11-26 00:00:00,213,0,Rock,"[25, 27]","[25, 27, 12]",,418,en,Attribution-NonCommercial-ShareAlike 3.0 International,116,,5,,[],Asterism (Kelly Haus)
486,0,2008-11-26 02:06:03,2009-01-07 00:00:00,,0,136,"<p>Ancient and musty sounds from Jake's days in grad school in California, this is easily the darkest record on Tape Mountain.</p>",349,,[],Kohoutek,12,Album,,,Tape Mountain,"<p>Head of the DIY Tape Mountain CD-R label, the only constant member of Celesteville, and contributor to about 20 other music projects in and around Portland, Jake Anderson is an inspiringly ambitious fellow. He has been recording and releasing his own music since the sixth-grade, and clearly still loves his 4-track.</p>
<p><a href=""http://tapemountain.com/cv.html"" target=""_blank""><strong>Celesteville</strong></a> is Jake&rsquo;s ultra lo-fi solo project as of late. According to him, Celesteville has elements of &ldquo;indie-pop, ethnoforgery-folk, skronk-noise, delay-pedal-workout-drone, universal-rock, language-master-abuse, suburban-garage-punk, four-track-manipulation, etc.&rdquo; (-via Tommy E, at <a href=""http://blog.wfmu.org/freeform/2008/08/playin-free-in.html"" target=""_blank""><em>WFMU's Beware of the Blog!</em></a>)</p>",0,2008-11-26 02:03:27,4,98,45.5234515,"Portland, OR",-122.6762071,,Celesteville,"Gang Wizard, the Minor Thirds, Yuma Nora, Minmae, Bronwyn, the Taken Girls, Yak Ampersand, Yak Brigade",['celesteville'],http://www.tapemountain.com,,training,large,128000,0,,2008-11-26 02:02:16,,170,0,Rock,"[27, 66]","[66, 27, 12]",,344,en,Attribution-NonCommercial-ShareAlike 3.0 International,29,,5,,[],Avoid
487,0,2008-11-26 02:05:49,2009-01-07 00:00:00,,0,133,"<p>Part II of Jake's <em>A House on Stilts</em> trilogy: ""The difficult album recorded just after returning to Oregon. Some moments of transcendental pop beauty, some moments of my heart falling out through my feet and clattering. Like throwing a handful of seeds onto your garden, but you're not sure if the seeds are geraniums or cockleburrs."" (-via <a href=""http://www.tapemountain.com/cv.html"" target=""_blank"">Jake's Celesteville</a> page)</p>",2680,,[],Lingua Ignota,12,Album,,,Tape Mountain,"<p>Head of the DIY Tape Mountain CD-R label, the only constant member of Celesteville, and contributor to about 20 other music projects in and around Portland, Jake Anderson is an inspiringly ambitious fellow. He has been recording and releasing his own music since the sixth-grade, and clearly still loves his 4-track.</p>
<p><a href=""http://tapemountain.com/cv.html"" target=""_blank""><strong>Celesteville</strong></a> is Jake&rsquo;s ultra lo-fi solo project as of late. According to him, Celesteville has elements of &ldquo;indie-pop, ethnoforgery-folk, skronk-noise, delay-pedal-workout-drone, universal-rock, language-master-abuse, suburban-garage-punk, four-track-manipulation, etc.&rdquo; (-via Tommy E, at <a href=""http://blog.wfmu.org/freeform/2008/08/playin-free-in.html"" target=""_blank""><em>WFMU's Beware of the Blog!</em></a>)</p>",0,2008-11-26 02:03:27,4,98,45.5234515,"Portland, OR",-122.6762071,,Celesteville,"Gang Wizard, the Minor Thirds, Yuma Nora, Minmae, Bronwyn, the Taken Girls, Yak Ampersand, Yak Brigade",['celesteville'],http://www.tapemountain.com,,training,large,160000,0,,2008-11-26 02:02:17,2001-01-01 00:00:00,118,0,Rock,[27],"[27, 12]",,1661,en,Attribution-NonCommercial-ShareAlike 3.0 International,38,,5,,[],For Christie 7/4
489,0,2008-11-26 02:06:07,,,0,137,,191,,[],Spirit Duplicator,8,Album,,,Tape Mountain,"<p>Head of the DIY Tape Mountain CD-R label, the only constant member of Celesteville, and contributor to about 20 other music projects in and around Portland, Jake Anderson is an inspiringly ambitious fellow. He has been recording and releasing his own music since the sixth-grade, and clearly still loves his 4-track.</p>
<p><a href=""http://tapemountain.com/cv.html"" target=""_blank""><strong>Celesteville</strong></a> is Jake&rsquo;s ultra lo-fi solo project as of late. According to him, Celesteville has elements of &ldquo;indie-pop, ethnoforgery-folk, skronk-noise, delay-pedal-workout-drone, universal-rock, language-master-abuse, suburban-garage-punk, four-track-manipulation, etc.&rdquo; (-via Tommy E, at <a href=""http://blog.wfmu.org/freeform/2008/08/playin-free-in.html"" target=""_blank""><em>WFMU's Beware of the Blog!</em></a>)</p>",0,2008-11-26 02:03:27,4,98,45.5234515,"Portland, OR",-122.6762071,,Celesteville,"Gang Wizard, the Minor Thirds, Yuma Nora, Minmae, Bronwyn, the Taken Girls, Yak Ampersand, Yak Brigade",['celesteville'],http://www.tapemountain.com,,training,large,160000,0,,2008-11-26 02:02:19,,110,0,Rock,"[27, 66]","[66, 27, 12]",,1234,en,Attribution-NonCommercial-ShareAlike 3.0 International,22,,5,,[],Nevertheless
490,0,2008-11-26 02:05:58,2009-01-07 00:00:00,,0,134,<p>One half of what was to be the album <em>Spirit Duplicator</em>.</p>,907,,[],Birdlike Movements,9,Album,,,Tape Mountain,"<p>Head of the DIY Tape Mountain CD-R label, the only constant member of Celesteville, and contributor to about 20 other music projects in and around Portland, Jake Anderson is an inspiringly ambitious fellow. He has been recording and releasing his own music since the sixth-grade, and clearly still loves his 4-track.</p>
<p><a href=""http://tapemountain.com/cv.html"" target=""_blank""><strong>Celesteville</strong></a> is Jake&rsquo;s ultra lo-fi solo project as of late. According to him, Celesteville has elements of &ldquo;indie-pop, ethnoforgery-folk, skronk-noise, delay-pedal-workout-drone, universal-rock, language-master-abuse, suburban-garage-punk, four-track-manipulation, etc.&rdquo; (-via Tommy E, at <a href=""http://blog.wfmu.org/freeform/2008/08/playin-free-in.html"" target=""_blank""><em>WFMU's Beware of the Blog!</em></a>)</p>",0,2008-11-26 02:03:27,4,98,45.5234515,"Portland, OR",-122.6762071,,Celesteville,"Gang Wizard, the Minor Thirds, Yuma Nora, Minmae, Bronwyn, the Taken Girls, Yak Ampersand, Yak Brigade",['celesteville'],http://www.tapemountain.com,,training,large,160000,0,,2008-11-26 02:02:22,,210,0,Rock,"[27, 66]","[66, 27, 12]",,1291,en,Attribution-NonCommercial-ShareAlike 3.0 International,218,,5,,[],Vast and Sad
491,0,2008-11-26 02:06:03,2009-01-07 00:00:00,,0,136,"<p>Ancient and musty sounds from Jake's days in grad school in California, this is easily the darkest record on Tape Mountain.</p>",349,,[],Kohoutek,12,Album,,,Tape Mountain,"<p>Head of the DIY Tape Mountain CD-R label, the only constant member of Celesteville, and contributor to about 20 other music projects in and around Portland, Jake Anderson is an inspiringly ambitious fellow. He has been recording and releasing his own music since the sixth-grade, and clearly still loves his 4-track.</p>
<p><a href=""http://tapemountain.com/cv.html"" target=""_blank""><strong>Celesteville</strong></a> is Jake&rsquo;s ultra lo-fi solo project as of late. According to him, Celesteville has elements of &ldquo;indie-pop, ethnoforgery-folk, skronk-noise, delay-pedal-workout-drone, universal-rock, language-master-abuse, suburban-garage-punk, four-track-manipulation, etc.&rdquo; (-via Tommy E, at <a href=""http://blog.wfmu.org/freeform/2008/08/playin-free-in.html"" target=""_blank""><em>WFMU's Beware of the Blog!</em></a>)</p>",0,2008-11-26 02:03:27,4,98,45.5234515,"Portland, OR",-122.6762071,,Celesteville,"Gang Wizard, the Minor Thirds, Yuma Nora, Minmae, Bronwyn, the Taken Girls, Yak Ampersand, Yak Brigade",['celesteville'],http://www.tapemountain.com,,training,large,128000,0,,2008-11-26 02:02:24,,349,0,Rock,"[27, 66]","[66, 27, 12]",,1382,en,Attribution-NonCommercial-ShareAlike 3.0 International,17,,6,,[],For To Pour
492,0,2008-11-26 02:05:58,2009-01-07 00:00:00,,0,134,<p>One half of what was to be the album <em>Spirit Duplicator</em>.</p>,907,,[],Birdlike Movements,9,Album,,,Tape Mountain,"<p>Head of the DIY Tape Mountain CD-R label, the only constant member of Celesteville, and contributor to about 20 other music projects in and around Portland, Jake Anderson is an inspiringly ambitious fellow. He has been recording and releasing his own music since the sixth-grade, and clearly still loves his 4-track.</p>
<p><a href=""http://tapemountain.com/cv.html"" target=""_blank""><strong>Celesteville</strong></a> is Jake&rsquo;s ultra lo-fi solo project as of late. According to him, Celesteville has elements of &ldquo;indie-pop, ethnoforgery-folk, skronk-noise, delay-pedal-workout-drone, universal-rock, language-master-abuse, suburban-garage-punk, four-track-manipulation, etc.&rdquo; (-via Tommy E, at <a href=""http://blog.wfmu.org/freeform/2008/08/playin-free-in.html"" target=""_blank""><em>WFMU's Beware of the Blog!</em></a>)</p>",0,2008-11-26 02:03:27,4,98,45.5234515,"Portland, OR",-122.6762071,,Celesteville,"Gang Wizard, the Minor Thirds, Yuma Nora, Minmae, Bronwyn, the Taken Girls, Yak Ampersand, Yak Brigade",['celesteville'],http://www.tapemountain.com,,training,large,160000,0,,2008-11-26 02:02:26,,161,0,Rock,"[27, 66]","[66, 27, 12]",,373,en,Attribution-NonCommercial-ShareAlike 3.0 International,95,,6,,[],I Can't Hear the Birds Sing
